bank_id,bank_name
39329,China Bank #906
39331,China Bank #345
39334,China Bank #363
39338,China Bank #984
39339,China Bank #192
39342,China Bank #195
39343,China Bank #217
39344,China Bank #418
39346,China Bank #1066
39348,China Bank #200
39350,China Bank #701
39351,First Bank of Hartford
39353,China Bank #532
39354,China Bank #866
39357,China Bank #469
39358,China Bank #202
39362,China Bank #445
39365,China Bank #205
39367,First Bank of Houston
39371,National Bank of Lincoln
39379,Estonia Bank #2376
39383,Capital Savings Bank
39387,National Bank of Pittsburgh
39388,Bank of Cleveland
39389,First Bank of Providence
39390,National Bank of Madison
39391,Savings Bank of Milford
39392,Germany Bank #5223
39393,Finland Bank #6052
39395,Italy Bank #4549
39396,Savings Bank of Seattle
39398,First Bank of Chicago
39399,Savings Bank of Denver
39400,Savings Bank of Lacrosse
39401,Future Thrift
39404,Germany Bank #5264
39406,First Bank of Milford
39408,Bank of Portsmouth
39409,National Bank of Danbury
39412,Fieldstone Trust Bank
39415,Plateau Bancorp
39421,First Bank of Sacramento
39423,Savings Bank of Dallas
39425,Bank of Phoenix
39430,First Bank of Portsmouth
39431,Bank of Omaha
39433,First Bank of Omaha
39434,National Bank of Fairfield
39437,Bank of Springfield
39438,Acme Federal Bank
39439,First Bank of Portland
39442,Bank of Danbury
39444,Bank of Bridgeport
39447,National Bank of Sacramento
39448,Savings Bank of Portland
39449,First Bank of Chicago
39451,Brook Bank
39452,Germany Bank #1422
39453,Bank of Tuscon
39455,Italy Bank #1074
39457,Bank of Watertown
39460,Sunrise Federal Bank
39462,National Bank of Providence
39467,National Bank of Portland
39472,China Bank #208
39473,China Bank #396
39476,China Bank #242
39478,China Bank #226
39481,China Bank #251
39483,Spruce Community Bank
39484,First Bank of Billings
39485,Bank of the South
39486,Oak Bank
39487,First Bank of Fort Wayne
39488,Future Federal Bank
39489,National Bank of the North
39492,China Bank #210
39493,China Bank #492
39494,China Bank #737
39495,China Bank #252
39496,China Bank #277
39497,China Bank #212
39502,China Bank #280
39505,China Bank #215
39507,China Bank #864
39508,China Bank #1014
39509,China Bank #1017
39510,China Bank #22
39511,China Bank #283
39513,China Bank #871
39516,China Bank #218
39517,China Bank #683
39520,China Bank #240
39523,China Bank #219
39533,France Bank #2266
39535,Japan Bank #6
39536,Japan Bank #80
39538,Japan Bank #865
39541,Japan Bank #74
39542,Japan Bank #77
39544,Japan Bank #79
39545,Japan Bank #84
39548,Japan Bank #119
39556,Switzerland Bank #3
39560,Japan Bank #138
39562,Japan Bank #75
39564,Japan Bank #81
39565,Japan Bank #141
39566,Japan Bank #83
39567,Japan Bank #85
39568,Japan Bank #3
39569,Japan Bank #86
39570,Japan Bank #784
39571,Japan Bank #82
39572,Japan Bank #91
39574,Japan Bank #892
39575,Japan Bank #87
39576,Japan Bank #2
39577,China Bank #304
39578,China Bank #707
39581,China Bank #312
39582,First Bank of Milford
39583,Savings Bank of Butte
39585,Plandor Federal Bank
39586,Savings Bank of Houston
39587,Desert Federal Bank
39589,China Bank #928
39593,China Bank #412
39594,China Bank #913
39596,China Bank #484
39598,China Bank #258
39599,China Bank #342
39600,China Bank #729
39601,National Bank of Lacrosse
39602,China Bank #878
39603,China Bank #964
39604,China Bank #265
39608,China Bank #969
39609,China Bank #266
39611,China Bank #968
39612,China Bank #227
39613,China Bank #921
39614,China Bank #229
39616,China Bank #320
39618,China Bank #970
39619,China Bank #1139
39621,China Bank #919
39622,China Bank #389
39623,China Bank #66
39624,China Bank #276
39628,China Bank #315
39632,The Pine Bank
39633,Bank of the South
39635,China Bank #245
39636,China Bank #231
39638,China Bank #360
39639,China Bank #232
39640,China Bank #233
39641,Savings Bank of Houston
39642,Bank of Sacramento
39644,China Bank #350
39645,China Bank #322
39646,China Bank #870
39649,China Bank #237
39650,China Bank #264
39651,China Bank #426
39653,China Bank #450
39654,China Bank #1001
39660,China Bank #1081
39661,China Bank #235
39662,China Bank #238
39663,China Bank #239
39665,China Bank #241
39667,China Bank #413
39668,Switzerland Bank #36
39670,China Bank #937
39673,China Bank #290
39674,China Bank #769
39676,China Bank #246
39678,Switzerland Bank #112
39679,China Bank #248
39682,China Bank #5
39683,China Bank #618
39685,China Bank #249
39686,China Bank #791
39688,China Bank #399
39692,China Bank #250
39694,China Bank #833
39696,China Bank #351
39698,China Bank #458
39699,China Bank #243
39700,China Bank #593
39701,China Bank #422
39706,China Bank #430
39707,China Bank #629
39708,China Bank #244
39712,China Bank #498
39715,China Bank #744
39716,China Bank #253
39719,Bank of Springfield
39721,Switzerland Bank #39
39723,China Bank #1002
39726,China Bank #851
39728,Savings Bank of Portland
39730,China Bank #255
39733,China Bank #256
39734,China Bank #272
39735,China Bank #259
39736,First Bank of Portland
39738,Savings Bank of Laramie
39739,Oak Thrift
39741,China Bank #987
39744,China Bank #260
39745,China Bank #361
39748,China Bank #616
39749,China Bank #644
39755,China Bank #720
39760,Savings Bank of Milford
39761,First Bank of Billings
39762,China Bank #419
39763,China Bank #328
39765,China Bank #917
39766,China Bank #778
39767,China Bank #262
39772,China Bank #965
39774,China Bank #263
39775,Switzerland Bank #32
39776,China Bank #267
39777,China Bank #865
39779,China Bank #349
39781,China Bank #680
39782,Heath Trust Bank
39783,China Bank #716
39784,China Bank #918
39796,China Bank #316
39798,China Bank #318
39800,Japan Bank #88
39801,Japan Bank #925
39803,Japan Bank #129
39804,Savings Bank of Newbury
39809,Flagstone Bank
39810,Japan Bank #89
39814,Japan Bank #176
39816,Japan Bank #785
39817,Japan Bank #90
39818,Japan Bank #848
39820,Japan Bank #92
39821,Japan Bank #104
39822,Japan Bank #849
39824,Japan Bank #93
39825,Savings Bank of the South
39826,Bank of Boston
39827,Japan Bank #115
39829,Japan Bank #94
39831,Japan Bank #108
39832,Japan Bank #567
39833,Japan Bank #11
39834,Japan Bank #96
39835,Japan Bank #101
39836,Japan Bank #98
39839,Japan Bank #281
39840,Japan Bank #95
39842,Japan Bank #819
39843,Japan Bank #99
39846,Japan Bank #97
39848,Japan Bank #100
39849,Japan Bank #834
39850,Japan Bank #829
39851,Japan Bank #789
39852,Japan Bank #156
39853,Japan Bank #102
39854,Japan Bank #116
39855,Japan Bank #103
39858,Japan Bank #39
39859,Japan Bank #248
39861,Japan Bank #121
39862,Japan Bank #919
39865,Japan Bank #399
39866,Japan Bank #441
39868,Future Community Bank
39869,Brownstone Federal Bank
39871,Bank of Billings
39873,Netherlands Bank #1131
39875,First Bank of Springfield
39876,Willows Community Bank
39877,Baltech Trust Bank
39878,City National Cooperative Bank
39879,Arbor Thrift
39880,Capital Credit Union
39881,First Bank of Cleveland
39883,Japan Bank #225
39884,Japan Bank #105
39885,Japan Bank #816
39886,Japan Bank #927
39891,Japan Bank #139
39892,Japan Bank #107
39893,Japan Bank #106
39895,Japan Bank #229
39896,Japan Bank #111
39898,Japan Bank #20
39899,Japan Bank #135
39900,Japan Bank #109
39905,Bank of Topeka
39908,Bank of Huron
39910,First Bank of Phoenix
39914,Bank of Montpelier
39915,Plandor Community Bank
39917,Japan Bank #894
39920,Japan Bank #143
39923,Japan Bank #112
39925,Desert Federal Bank
39927,Japan Bank #113
39929,Japan Bank #120
39930,Japan Bank #917
39934,Japan Bank #114
39935,Japan Bank #867
39938,Japan Bank #290
39942,Bank of Newbury
39948,Japan Bank #146
39951,Japan Bank #118
39952,Japan Bank #123
39953,Japan Bank #140
39954,Japan Bank #122
39957,Japan Bank #271
39960,Japan Bank #792
39962,Japan Bank #270
39965,Japan Bank #127
39967,Japan Bank #124
39968,Japan Bank #117
39969,Dawn Federal Bank
39972,Japan Bank #987
39974,Japan Bank #866
39975,Japan Bank #131
39976,Japan Bank #132
39977,Savings Bank of Tuscon
39978,Japan Bank #224
39979,Japan Bank #950
39980,Japan Bank #806
39981,Japan Bank #793
39982,Japan Bank #191
39983,Japan Bank #125
39984,Japan Bank #422
39985,Japan Bank #126
39988,Japan Bank #147
39989,Japan Bank #939
39990,Japan Bank #128
39991,Japan Bank #130
39992,Japan Bank #136
39993,Japan Bank #145
39996,Japan Bank #133
39997,Japan Bank #206
40064,Bank of Providence
40187,First Bank of Lincoln
40188,Hearthstone Savings Bank
40312,Switzerland Bank #248
40360,Oasis Bancorp
40404,Switzerland Bank #48
40653,Switzerland Bank #43
40836,Switzerland Bank #17
40905,Switzerland Bank #41
40933,National Bank of Augusta
41089,Switzerland Bank #18
41148,Switzerland Bank #193
41165,Switzerland Bank #42
41213,France Bank #2407
41215,France Bank #372
41236,Savings Bank of Detroit
41407,Switzerland Bank #50
41578,Switzerland Bank #72
41638,Switzerland Bank #33
41745,Switzerland Bank #147
41821,China Bank #287
41837,China Bank #596
42051,First Bank of Lincoln
42082,Switzerland Bank #133
42221,Switzerland Bank #55
42225,Switzerland Bank #253
42373,Hearthstone Credit Union
42420,China Bank #603
42465,China Bank #269
42596,Switzerland Bank #685
42622,Switzerland Bank #687
42640,Switzerland Bank #702
42810,Bank of Madison
43049,Israel Bank #42
43311,Arbor Credit Union
43460,Israel Bank #14
43462,Israel Bank #9
43735,Israel Bank #24
43818,Israel Bank #32
43849,Israel Bank #21
43923,Italy Bank #321
44041,Mountain Thrift
44046,Savings Bank of Fairfield
44054,Acme Cooperative Bank
44207,Golden Bank
44238,Bank of Danbury
44345,Bank of Phoenix
44351,National Bank of Topeka
44359,Savings Bank of Madison
44451,Israel Bank #33
44458,Germany Bank #951
44565,Israel Bank #251
44650,Israel Bank #41
44782,Savings Bank of the Valley
44797,The Pine Bancorp
44866,Israel Bank #31
44873,Israel Bank #23
45000,Israel Bank #48
45279,Israel Bank #66
45304,Israel Bank #119
45563,Israel Bank #12
45566,Israel Bank #54
45601,Israel Bank #236
45612,The Pine Savings Bank
45701,Israel Bank #28
45862,Flagstone Community Bank
45887,Germany Bank #377
45951,Golden Thrift
46042,Israel Bank #483
46063,Fieldstone Community Bank
46227,France Bank #334
46232,Greece Bank #791
46241,France Bank #857
46276,France Bank #178
46354,Spain Bank #942
46479,France Bank #1308
46504,Savings Bank of Arkadelphia
46537,National Bank of Providence
46616,Israel Bank #102
46906,Israel Bank #46
47248,Israel Bank #65
47337,Belgium Bank #2607
47640,First Bank of Lacrosse
47837,Spain Bank #795
47886,Italy Bank #2637
47901,Germany Bank #2644
48097,France Bank #2623
48211,Saudi Arabia Bank #7
48292,National Bank of the Valley
48308,Saudi Arabia Bank #18
48309,Saudi Arabia Bank #24
48526,Saudi Arabia Bank #15
48681,Saudi Arabia Bank #13
48755,Saudi Arabia Bank #17
48795,Saudi Arabia Bank #21
48910,Saudi Arabia Bank #8
48943,Saudi Arabia Bank #11
49089,Germany Bank #389
49126,Germany Bank #2679
49142,First Bank of Fort Wayne
49314,India Bank #749
49365,Saudi Arabia Bank #25
49450,Savings Bank of Plattsburg
49508,Saudi Arabia Bank #28
49659,Germany Bank #2740
49728,Germany Bank #1887
49750,Mountain Federal Bank
49780,Germany Bank #2006
49871,France Bank #613
49968,Spain Bank #2771
49994,Bank of Indianapolis
50012,Future Thrift
50016,Savings Bank of Portland
50118,National Bank of the East
50202,Saudi Arabia Bank #76
50257,Savings Bank of Sacramento
50428,Hearthstone Cooperative Bank
50450,Italy Bank #449
50528,Saudi Arabia Bank #37
50556,Saudi Arabia Bank #190
50562,Saudi Arabia Bank #250
50916,France Bank #2855
51127,Saudi Arabia Bank #45
51159,Germany Bank #2870
51182,National Bank of the Valley
51222,Sea Credit Union
51283,China Bank #689
51285,China Bank #581
51287,China Bank #662
51573,China Bank #686
51889,National Bank of Augusta
52062,National Bank of Newbury
52603,Acme Federal Bank
53160,First Bank of Cleveland
53183,First Bank of Huron
53294,National Bank of the Valley
53322,First Bank of Montpelier
53327,Hearthstone Federal Bank
53329,Sea Bancorp
53651,Future Bank
53744,Crytpo Bank #7
54160,Germany Bank #2986
54219,Crytpo Bank #28
54240,Latvia Bank #3020
54254,Future Bancorp
54306,Savings Bank of Tampa
54348,Crytpo Bank #30
54642,Crytpo Bank #33
54698,Savings Bank of Philadelphia
54717,Mountain Bancorp
54738,National Bank of Pittsburgh
54806,Bank of Dallas
54879,Crytpo Bank #108
55127,Fieldstone Bank
55188,Crytpo Bank #42
55424,Crytpo Bank #13
55617,Italy Bank #3630
55635,Crytpo Bank #39
55653,Crytpo Bank #104
55878,Crytpo Bank #31
55890,Crytpo Bank #111
55943,Spain Bank #3542
56018,Crytpo Bank #338
56045,Crytpo Bank #93
56136,Crytpo Bank #48
110057,Japan Bank #43
110603,Bank of Providence
110836,National Bank of Huron
111031,Japan Bank #56
111121,Italy Bank #1127
111141,Greece Bank #570
111312,Japan Bank #51
111326,Netherlands Bank #29
111425,National Bank of Tampa
111433,National Bank of Danbury
111443,Hearthstone Credit Union
111491,Oasis Bank
111631,Savings Bank of Pittsburgh
111764,Golden Credit Union
111812,Japan Bank #59
111904,Japan Bank #57
111974,Japan Bank #507
112064,India Bank #26
112078,China Bank #76
112212,France Bank #69
112354,Netherlands Bank #971
112497,India Bank #6
112637,India Bank #34
112733,India Bank #11
112931,India Bank #27
112989,India Bank #7
113060,Italy Bank #262
113090,India Bank #29
113304,India Bank #16
113523,India Bank #55
113530,India Bank #45
113685,Spruce Federal Bank
113744,Savings Bank of Dallas
113779,First Bank of Arkadelphia
113798,Capital Bancorp
113865,First Bank of Danbury
113935,Italy Bank #215
114185,India Bank #56
114202,India Bank #61
114590,India Bank #39
114674,Flagstone Savings Bank
115159,First Bank of Billings
115249,Savings Bank of Portland
115359,Oak Cooperative Bank
115363,Plandor Bank
115415,France Bank #409
115642,India Bank #606
115656,Greece Bank #1330
115678,India Bank #614
115693,India Bank #352
115700,National Bank of Laramie
115732,India Bank #197
115784,India Bank #66
115803,India Bank #399
115915,Flagstone Community Bank
115958,India Bank #64
115976,Germany Bank #1251
116214,Heath Thrift
116425,Russia Bank #15
116715,First Bank of New Orleans
116781,Russia Bank #12
116843,Russia Bank #28
116845,National Bank of Chicago
116904,Russia Bank #30
117070,Russia Bank #32
117143,Russia Bank #36
117299,Oasis Community Bank
117304,Russia Bank #31
117435,Russia Bank #14
117453,First Bank of Huron
117660,France Bank #351
117698,France Bank #1181
117733,Germany Bank #788
117907,France Bank #63
117999,Italy Bank #14
118180,Russia Bank #47
118190,Russia Bank #44
118202,Russia Bank #22
118453,Savings Bank of the North
119311,Russia Bank #542
119742,Russia Bank #55
119784,Russia Bank #60
119880,Greece Bank #180
120046,Savings Bank of Pittsburgh
120193,China Bank #33
120292,UK Bank #35
120438,Oak Bancorp
120511,France Bank #373
120519,Italy Bank #776
120627,Savings Bank of Philadelphia
120691,France Bank #477
120709,Ireland Bank #274
120766,Bank of Huron
121303,Savings Bank of Phoenix
121358,National Bank of Huron
121415,Italy Bank #1395
121453,National Bank of Watertown
121580,UK Bank #36
121698,Bank of Hartford
121987,UK Bank #13
122047,UK Bank #42
122055,Canada Bank #24
122080,Bank of Lacrosse
122086,National Bank of Cleveland
122094,Portugal Bank #990
122151,Savings Bank of Laramie
122332,UK Bank #61
122342,France Bank #30
122352,Netherlands Bank #1680
122405,UK Bank #6
122463,UK Bank #55
122545,UK Bank #59
122702,First Bank of Omaha
122916,First Bank of Harrisburg
122946,UK Bank #56
123102,Bank of Fort Wayne
123247,UK Bank #299
123288,First Bank of Indianapolis
123308,Italy Bank #82
123382,UK Bank #57
123390,Fieldstone Cooperative Bank
123612,UK Bank #184
123773,Savings Bank of Lacrosse
123869,UK Bank #362
123997,National Bank of Billings
124203,UK Bank #241
124225,UK Bank #160
124261,Croatia Bank #34
124284,Bank of Fairfield
124290,Savings Bank of Columbus
124331,First Bank of Miami
124368,Greece Bank #452
124371,France Bank #454
124507,UK Bank #238
124550,UK Bank #317
125164,Ireland Bank #324
125305,Canada Bank #5
125575,Canada Bank #42
125607,Canada Bank #35
125633,Canada Bank #19
125645,Canada Bank #37
125699,Plateau Bank
125811,Canada Bank #48
125906,National Bank of Miami
126094,Canada Bank #55
126107,Canada Bank #121
126190,Canada Bank #56
126191,Canada Bank #47
126200,Canada Bank #59
126426,First Bank of Omaha
126783,First Bank of Philadelphia
126802,Canada Bank #95
126844,Canada Bank #378
126851,Canada Bank #398
126876,Canada Bank #179
126938,Canada Bank #409
126956,Canada Bank #421
126984,Canada Bank #108
126990,Canada Bank #426
127142,First Bank of Butte
127179,Germany Bank #279
127390,National Bank of Harrisburg
127593,Australia Bank #18
127760,Brook Community Bank
127977,City National Federal Bank
127999,Australia Bank #32
128121,Desert Bank
128557,Australia Bank #84
128558,Australia Bank #51
128590,Australia Bank #83
128636,Australia Bank #31
128684,National Bank of Lacrosse
128727,Australia Bank #50
128737,Australia Bank #284
128853,China Bank #147
128960,Australia Bank #314
129000,France Bank #1368
129076,Italy Bank #273
129171,Australia Bank #98
129200,Australia Bank #41
129293,Australia Bank #57
129470,Brownstone Federal Bank
129692,Australia Bank #274
129830,Australia Bank #55
129854,Australia Bank #318
129974,Plateau Trust Bank
130107,UK Bank #451
130169,Bank of Miami
130219,Golden Credit Union
130265,Australia Bank #462
130342,Future Cooperative Bank
130425,Oak Credit Union
130435,Savings Bank of Milford
130449,First Bank of the West
130584,Sappo Thrift
130596,Savings Bank of Harrisburg
130637,Heath Credit Union
130864,Desert Federal Bank
130902,Italy Bank #1969
131086,Mexico Bank #18
131167,Austria Bank #1979
131326,First Bank of Laramie
131380,France Bank #173
131466,Estonia Bank #2013
131687,Germany Bank #612
131800,Greece Bank #2128
131808,China Bank #31
131928,China Bank #150
132306,First Bank of Portland
132445,Acme Bank
132499,Savings Bank of Montpelier
132523,Savings Bank of Madison
132554,First Bank of Helena
132722,Bank of Portsmouth
132725,Savings Bank of Tampa
132921,The Pine Bank
132923,Bank of Los Angeles
132958,Netherlands Bank #537
133132,Japan Bank #549
133313,Japan Bank #598
133452,Mexico Bank #101
133471,Mexico Bank #42
133490,The Pine Federal Bank
133540,Germany Bank #210
133590,Mexico Bank #43
133686,Mexico Bank #32
133826,Savings Bank of Fairfield
134091,Mexico Bank #37
134117,Mexico Bank #251
134132,Italy Bank #2187
134140,Bank of the South
134263,Mexico Bank #38
134482,Mexico Bank #35
134601,Mexico Bank #40
134627,Mexico Bank #39
134783,Mexico Bank #420
134784,Mexico Bank #307
134920,Brazil Bank #11
134939,Brazil Bank #8
134976,Brazil Bank #9
135010,Brazil Bank #13
135034,Brazil Bank #24
135104,Brazil Bank #15
135155,Brazil Bank #19
135290,First Bank of Plattsburg
135403,National Bank of Houston
135490,First Bank of Sacramento
135981,National Bank of Harrisburg
136012,Savings Bank of the West
136014,France Bank #1321
136110,National Bank of Harrisburg
136237,Brazil Bank #27
136262,Flagstone Trust Bank
136301,First Bank of Dallas
136334,Brazil Bank #25
136353,Brazil Bank #22
136519,Desert Thrift
136651,Savings Bank of Huron
136731,France Bank #512
136804,China Bank #57
136808,China Bank #96
136823,Savings Bank of Butte
136973,Savings Bank of Tuscon
137002,Mountain Thrift
137024,Dawn Credit Union
137079,China Bank #17
137196,Bank of the West
137218,Switzerland Bank #20
137273,First Bank of Phoenix
137335,Heath Federal Bank
137357,First Bank of Miami
137446,Bank of Billings
137766,Sea Cooperative Bank
137888,Hearthstone Community Bank
137897,Austria Bank #182
137917,Bank of Butte
137972,National Bank of Topeka
138010,Germany Bank #1369
138016,Bank of Newbury
138101,Bank of Billings
138103,Baltech Thrift
138105,The Pine Federal Bank
138133,First Bank of Boston
138167,Savings Bank of Plattsburg
138335,Switzerland Bank #31
138349,France Bank #102
138395,Switzerland Bank #5
138498,Bank of Fairfield
138630,Bank of Harrisburg
138832,Germany Bank #908
139216,Portugal Bank #1692
139298,Switzerland Bank #21
139342,Switzerland Bank #51
139490,Japan Bank #629
139793,Switzerland Bank #170
139819,Switzerland Bank #216
139828,Switzerland Bank #35
140020,Savings Bank of Watertown
140257,China Bank #228
140304,Switzerland Bank #284
140488,China Bank #558
140522,China Bank #54
140561,National Bank of Huron
140754,Switzerland Bank #46
140945,Switzerland Bank #47
141045,Bank of Cleveland
141166,Switzerland Bank #171
141312,Switzerland Bank #34
141486,Switzerland Bank #24
141511,Switzerland Bank #119
141561,Switzerland Bank #124
141690,National Bank of Fairfield
141700,Switzerland Bank #40
142010,Switzerland Bank #607
142023,Switzerland Bank #417
142103,Switzerland Bank #631
142155,Switzerland Bank #81
142183,Switzerland Bank #639
142264,Switzerland Bank #52
142501,Germany Bank #709
142553,National Bank of Denver
142574,Germany Bank #945
142610,Switzerland Bank #742
142691,Switzerland Bank #364
142836,Israel Bank #37
142950,Israel Bank #11
142973,Bank of Denver
143242,Israel Bank #19
143430,Israel Bank #51
143493,Israel Bank #22
143496,Israel Bank #36
143508,Bank of the Valley
143598,Israel Bank #16
143947,Sunrise Trust Bank
143995,First Bank of Hartford
144098,Italy Bank #1274
144200,Israel Bank #47
144225,Israel Bank #253
144639,Israel Bank #10
144669,Israel Bank #34
144735,Israel Bank #38
144831,Israel Bank #45
145106,Israel Bank #120
145175,Bank of Chicago
145200,National Bank of New York
145217,Germany Bank #2499
145386,Savings Bank of Philadelphia
145752,Israel Bank #96
145983,China Bank #631
146122,Italy Bank #1091
146167,First Bank of Indianapolis
146245,China Bank #627
146265,Savings Bank of Detroit
146330,Hilltop Bancorp
146484,Israel Bank #219
146713,Bank of Boston
146885,Israel Bank #228
146917,Israel Bank #49
147042,Germany Bank #583
147085,Spain Bank #1287
147241,First Bank of the Valley
147252,National Bank of Fairfield
147267,First Bank of Boston
147402,Israel Bank #69
147497,Baltech Bank
147559,Israel Bank #689
147725,First Bank of the South
147833,National Bank of Tuscon
147863,Germany Bank #1249
147879,Spain Bank #2659
147885,Germany Bank #490
147912,China Bank #176
148016,Saudi Arabia Bank #14
148159,Willows Trust Bank
148212,National Bank of Montpelier
148348,Saudi Arabia Bank #12
148350,Saudi Arabia Bank #10
148389,Saudi Arabia Bank #22
148543,National Bank of New York
148586,Saudi Arabia Bank #36
148785,Saudi Arabia Bank #32
148894,UK Bank #464
148937,Germany Bank #809
149012,National Bank of Augusta
149030,National Bank of Watertown
149089,Bank of Albany
149340,Saudi Arabia Bank #9
149345,Saudi Arabia Bank #26
149488,Fieldstone Thrift
149706,Germany Bank #1093
149758,Desert Thrift
149971,Saudi Arabia Bank #39
150014,Saudi Arabia Bank #40
150202,Italy Bank #2818
150240,Saudi Arabia Bank #68
150363,Desert Cooperative Bank
150580,Germany Bank #1165
150674,Ireland Bank #1376
150675,Germany Bank #272
150744,Slovakia Bank #2843
150832,Saudi Arabia Bank #33
150945,First Bank of Philadelphia
150995,First Bank of Hartford
151121,France Bank #2872
151255,Sappo Community Bank
151338,Portugal Bank #459
151741,Spain Bank #2929
151777,Savings Bank of Phoenix
151849,National Bank of Harrisburg
151971,National Bank of Los Angeles
151994,Saudi Arabia Bank #288
152078,Italy Bank #1266
152153,France Bank #2948
152202,Savings Bank of Montpelier
152280,Germany Bank #2962
152416,Crytpo Bank #8
152627,Crytpo Bank #14
152736,UK Bank #484
152802,Savings Bank of Arkadelphia
152814,First Bank of Denver
152906,UK Bank #468
152980,Willows Thrift
153032,First Bank of Portland
153287,Germany Bank #2969
153403,National Bank of New York
153502,Crytpo Bank #23
153670,Acme Community Bank
153706,Crytpo Bank #12
153827,Crytpo Bank #22
153832,Italy Bank #2998
154043,Crytpo Bank #32
154148,Crytpo Bank #29
154342,National Bank of the North
154365,Crytpo Bank #41
154418,National Bank of Milford
154477,Crytpo Bank #43
154501,France Bank #3028
154518,Crytpo Bank #40
154557,Crytpo Bank #38
154605,Crytpo Bank #35
154653,Crytpo Bank #44
154662,Crytpo Bank #46
154887,Crytpo Bank #17
155023,Netherlands Bank #3052
155378,First Bank of Fort Wayne
155514,Spain Bank #3057
210185,Japan Bank #40
210261,Japan Bank #44
210292,Japan Bank #37
210319,Japan Bank #45
210404,Plandor Trust Bank
210431,Spain Bank #219
210575,Germany Bank #322
210617,France Bank #111
210690,Japan Bank #50
210829,Slovakia Bank #442
210972,Japan Bank #38
210997,Japan Bank #179
211050,Bank of Laramie
211075,Spruce Trust Bank
211164,Spain Bank #758
211212,First Bank of Omaha
212032,Japan Bank #336
212048,Japan Bank #12
212156,Japan Bank #60
212204,Japan Bank #67
212789,India Bank #69
212818,India Bank #30
213005,India Bank #28
213137,Belgium Bank #1228
213580,Savings Bank of Montpelier
213704,Bank of Cleveland
213737,India Bank #15
213952,Savings Bank of Houston
214050,India Bank #76
214100,France Bank #984
214308,India Bank #12
214322,France Bank #1076
214529,India Bank #53
214609,National Bank of Providence
214615,Savings Bank of Bridgeport
214621,Savings Bank of Augusta
214749,India Bank #43
214881,India Bank #51
215064,National Bank of Fairfield
215186,India Bank #298
215242,Portugal Bank #328
215266,National Bank of Indianapolis
215687,National Bank of Boston
215803,Italy Bank #1347
215841,First Bank of Pittsburgh
215897,Heath Credit Union
216343,India Bank #680
216542,India Bank #658
216546,India Bank #334
216645,Golden Thrift
217096,Russia Bank #19
217125,Russia Bank #38
217496,Russia Bank #52
217641,Russia Bank #33
217680,Acme Cooperative Bank
217824,Russia Bank #39
217950,Germany Bank #630
217959,Lithuania Bank #1042
218050,Netherlands Bank #91
218202,Spain Bank #174
218267,Germany Bank #719
218346,Greece Bank #616
218438,Oasis Bank
218472,First Bank of Houston
218502,Russia Bank #106
218638,Russia Bank #57
218665,Russia Bank #186
218755,France Bank #424
218783,Russia Bank #43
218885,Savings Bank of Fort Wayne
218897,Italy Bank #1462
218989,China Bank #254
219077,Spain Bank #461
219143,Russia Bank #35
219157,Russia Bank #37
219184,National Bank of New Orleans
219194,China Bank #60
219205,Russia Bank #45
219444,Italy Bank #479
219449,Spain Bank #309
219557,Russia Bank #56
219562,Russia Bank #54
219570,Russia Bank #62
219656,Russia Bank #142
219805,Austria Bank #94
219860,Hilltop Credit Union
219969,Bank of Billings
220042,Russia Bank #625
220083,Bank of Albany
220271,Plateau Community Bank
220504,UK Bank #20
220541,UK Bank #31
220572,UK Bank #19
220888,Spain Bank #171
220967,France Bank #1466
221032,France Bank #520
221130,Desert Savings Bank
221198,Spain Bank #363
221279,Germany Bank #388
221282,Savings Bank of the East
221332,Regents Credit Union
221374,National Bank of Fort Wayne
221527,Savings Bank of Albany
221691,First Bank of Laramie
221731,National Bank of Danbury
221765,UK Bank #17
221868,Savings Bank of Huron
221891,Savings Bank of Los Angeles
222103,Netherlands Bank #683
222268,UK Bank #1
222363,Sappo Bancorp
222664,First Bank of Topeka
222697,UK Bank #52
222773,UK Bank #50
222819,UK Bank #37
222858,UK Bank #49
222965,China Bank #358
223026,France Bank #833
223030,Spain Bank #336
223041,First Bank of Fort Wayne
223090,Germany Bank #101
223233,First Bank of Augusta
223240,Germany Bank #257
223635,Savings Bank of the Valley
223641,Netherlands Bank #1671
223645,National Bank of Seattle
223649,Savings Bank of Plattsburg
223908,Lithuania Bank #590
224449,Flagstone Federal Bank
224466,First Bank of Omaha
224555,Spain Bank #439
224716,UK Bank #60
224782,China Bank #53
224866,National Bank of Lincoln
225156,First Bank of Seattle
225215,Canada Bank #4
225263,Bank of Miami
225454,Canada Bank #44
225589,Netherlands Bank #117
225622,China Bank #40
225690,Spain Bank #282
225734,Canada Bank #62
226041,Bank of Danbury
226331,Sea Bancorp
226350,France Bank #235
226391,Canada Bank #60
226548,Canada Bank #53
226554,Canada Bank #6
226657,Brownstone Credit Union
226735,Canada Bank #52
226925,National Bank of Montpelier
226951,National Bank of Seattle
227080,Germany Bank #93
227143,Bank of Miami
227171,First Bank of Springfield
227250,Canada Bank #58
227310,Canada Bank #371
227406,Canada Bank #109
227471,Canada Bank #323
227513,Brownstone Credit Union
227720,National Bank of Providence
227786,First Bank of Bridgeport
227859,Capital Community Bank
228009,Australia Bank #22
228054,Australia Bank #23
228101,Australia Bank #17
228321,Capital Trust Bank
228540,First Bank of Miami
