pattern_transaction_occurrence_id,aml_pattern_id,transaction_id,pattern_transaction_sequence
PATTERN_TXN_0398,AML_PATTERN_0043,TXN_01047239,8
PATTERN_TXN_0399,AML_PATTERN_0043,TXN_01047241,9
PATTERN_TXN_0400,AML_PATTERN_0043,TXN_01047243,10
PATTERN_TXN_0401,AML_PATTERN_0043,TXN_01047245,11
PATTERN_TXN_0402,AML_PATTERN_0043,TXN_01047247,12
PATTERN_TXN_0403,AML_PATTERN_0044,TXN_01053972,1
PATTERN_TXN_0404,AML_PATTERN_0044,TXN_01053973,2
PATTERN_TXN_0405,AML_PATTERN_0044,TXN_01053975,3
PATTERN_TXN_0406,AML_PATTERN_0044,TXN_01053977,4
PATTERN_TXN_0407,AML_PATTERN_0044,TXN_01053979,5
PATTERN_TXN_0408,AML_PATTERN_0044,TXN_01053981,6
PATTERN_TXN_0409,AML_PATTERN_0044,TXN_01053982,7
PATTERN_TXN_0410,AML_PATTERN_0044,TXN_01053984,8
PATTERN_TXN_0411,AML_PATTERN_0045,TXN_01064046,1
PATTERN_TXN_0412,AML_PATTERN_0045,TXN_01064047,2
PATTERN_TXN_0413,AML_PATTERN_0045,TXN_01064048,3
PATTERN_TXN_0414,AML_PATTERN_0046,TXN_01152056,1
PATTERN_TXN_0415,AML_PATTERN_0046,TXN_01152057,2
PATTERN_TXN_0416,AML_PATTERN_0046,TXN_01152059,3
PATTERN_TXN_0417,AML_PATTERN_0046,TXN_01152061,4
PATTERN_TXN_0418,AML_PATTERN_0046,TXN_01152062,5
PATTERN_TXN_0419,AML_PATTERN_0046,TXN_01152063,6
PATTERN_TXN_0420,AML_PATTERN_0046,TXN_01152064,7
PATTERN_TXN_0421,AML_PATTERN_0046,TXN_01152065,8
PATTERN_TXN_0422,AML_PATTERN_0046,TXN_01152066,9
PATTERN_TXN_0423,AML_PATTERN_0046,TXN_01152067,10
PATTERN_TXN_0424,AML_PATTERN_0046,TXN_01152069,11
PATTERN_TXN_0425,AML_PATTERN_0046,TXN_01152071,12
PATTERN_TXN_0426,AML_PATTERN_0046,TXN_01152072,13
PATTERN_TXN_0427,AML_PATTERN_0046,TXN_01152073,14
PATTERN_TXN_0428,AML_PATTERN_0047,TXN_01191304,1
PATTERN_TXN_0429,AML_PATTERN_0047,TXN_01191306,2
PATTERN_TXN_0430,AML_PATTERN_0047,TXN_01191308,3
PATTERN_TXN_0431,AML_PATTERN_0047,TXN_01191310,4
PATTERN_TXN_0432,AML_PATTERN_0047,TXN_01191312,5
PATTERN_TXN_0433,AML_PATTERN_0047,TXN_01191314,6
PATTERN_TXN_0434,AML_PATTERN_0047,TXN_01191316,7
PATTERN_TXN_0435,AML_PATTERN_0047,TXN_01191318,8
PATTERN_TXN_0436,AML_PATTERN_0047,TXN_01191320,9
PATTERN_TXN_0437,AML_PATTERN_0047,TXN_01191322,10
PATTERN_TXN_0438,AML_PATTERN_0047,TXN_01191324,11
PATTERN_TXN_0439,AML_PATTERN_0047,TXN_01191326,12
PATTERN_TXN_0440,AML_PATTERN_0047,TXN_01191328,13
PATTERN_TXN_0441,AML_PATTERN_0047,TXN_01191330,14
PATTERN_TXN_0442,AML_PATTERN_0047,TXN_01191332,15
PATTERN_TXN_0443,AML_PATTERN_0047,TXN_01191334,16
PATTERN_TXN_0444,AML_PATTERN_0047,TXN_01191336,17
PATTERN_TXN_0445,AML_PATTERN_0047,TXN_01191338,18
PATTERN_TXN_0446,AML_PATTERN_0047,TXN_01191340,19
PATTERN_TXN_0447,AML_PATTERN_0047,TXN_01191342,20
PATTERN_TXN_0448,AML_PATTERN_0047,TXN_01191344,21
PATTERN_TXN_0449,AML_PATTERN_0047,TXN_01191346,22
PATTERN_TXN_0450,AML_PATTERN_0047,TXN_01191348,23
PATTERN_TXN_0451,AML_PATTERN_0047,TXN_01191350,24
PATTERN_TXN_0452,AML_PATTERN_0047,TXN_01191352,25
PATTERN_TXN_0453,AML_PATTERN_0047,TXN_01191353,26
PATTERN_TXN_0454,AML_PATTERN_0048,TXN_01229274,1
PATTERN_TXN_0455,AML_PATTERN_0049,TXN_01237913,1
PATTERN_TXN_0456,AML_PATTERN_0049,TXN_01237915,2
PATTERN_TXN_0457,AML_PATTERN_0049,TXN_01237916,3
PATTERN_TXN_0458,AML_PATTERN_0049,TXN_01237917,4
PATTERN_TXN_0459,AML_PATTERN_0049,TXN_01237918,5
PATTERN_TXN_0460,AML_PATTERN_0049,TXN_01237920,6
PATTERN_TXN_0461,AML_PATTERN_0049,TXN_01237922,7
PATTERN_TXN_0462,AML_PATTERN_0049,TXN_01237924,8
PATTERN_TXN_0463,AML_PATTERN_0049,TXN_01237926,9
PATTERN_TXN_0464,AML_PATTERN_0049,TXN_01237927,10
PATTERN_TXN_0465,AML_PATTERN_0049,TXN_01237928,11
PATTERN_TXN_0466,AML_PATTERN_0049,TXN_01237929,12
PATTERN_TXN_0467,AML_PATTERN_0049,TXN_01237931,13
PATTERN_TXN_0468,AML_PATTERN_0049,TXN_01237933,14
PATTERN_TXN_0469,AML_PATTERN_0049,TXN_01237934,15
PATTERN_TXN_0470,AML_PATTERN_0049,TXN_01237935,16
PATTERN_TXN_0471,AML_PATTERN_0049,TXN_01237937,17
PATTERN_TXN_0472,AML_PATTERN_0049,TXN_01237938,18
PATTERN_TXN_0473,AML_PATTERN_0049,TXN_01237940,19
PATTERN_TXN_0474,AML_PATTERN_0049,TXN_01237942,20
PATTERN_TXN_0475,AML_PATTERN_0049,TXN_01237944,21
PATTERN_TXN_0476,AML_PATTERN_0049,TXN_01237946,22
PATTERN_TXN_0477,AML_PATTERN_0049,TXN_01237948,23
PATTERN_TXN_0478,AML_PATTERN_0049,TXN_01237949,24
PATTERN_TXN_0479,AML_PATTERN_0049,TXN_01237950,25
PATTERN_TXN_0480,AML_PATTERN_0049,TXN_01237952,26
PATTERN_TXN_0481,AML_PATTERN_0049,TXN_01237954,27
PATTERN_TXN_0482,AML_PATTERN_0049,TXN_01237956,28
PATTERN_TXN_0483,AML_PATTERN_0050,TXN_01283845,1
PATTERN_TXN_0484,AML_PATTERN_0050,TXN_01283847,2
PATTERN_TXN_0485,AML_PATTERN_0050,TXN_01283848,3
PATTERN_TXN_0486,AML_PATTERN_0050,TXN_01283849,4
PATTERN_TXN_0487,AML_PATTERN_0050,TXN_01283850,5
PATTERN_TXN_0488,AML_PATTERN_0050,TXN_01283851,6
PATTERN_TXN_0489,AML_PATTERN_0050,TXN_01283852,7
PATTERN_TXN_0490,AML_PATTERN_0050,TXN_01283854,8
PATTERN_TXN_0491,AML_PATTERN_0050,TXN_01283856,9
PATTERN_TXN_0492,AML_PATTERN_0051,TXN_01299491,1
PATTERN_TXN_0493,AML_PATTERN_0051,TXN_01299493,2
PATTERN_TXN_0494,AML_PATTERN_0051,TXN_01299495,3
PATTERN_TXN_0495,AML_PATTERN_0051,TXN_01299497,4
PATTERN_TXN_0496,AML_PATTERN_0052,TXN_01346576,1
PATTERN_TXN_0497,AML_PATTERN_0052,TXN_01346577,2
PATTERN_TXN_0498,AML_PATTERN_0053,TXN_01392712,1
PATTERN_TXN_0499,AML_PATTERN_0053,TXN_01392713,2
PATTERN_TXN_0500,AML_PATTERN_0053,TXN_01392715,3
PATTERN_TXN_0501,AML_PATTERN_0053,TXN_01392717,4
PATTERN_TXN_0502,AML_PATTERN_0053,TXN_01392719,5
PATTERN_TXN_0503,AML_PATTERN_0053,TXN_01392721,6
PATTERN_TXN_0504,AML_PATTERN_0054,TXN_01392742,1
PATTERN_TXN_0505,AML_PATTERN_0054,TXN_01392744,2
PATTERN_TXN_0506,AML_PATTERN_0055,TXN_01392776,1
PATTERN_TXN_0507,AML_PATTERN_0055,TXN_01392778,2
PATTERN_TXN_0508,AML_PATTERN_0055,TXN_01392780,3
PATTERN_TXN_0509,AML_PATTERN_0055,TXN_01392781,4
PATTERN_TXN_0510,AML_PATTERN_0055,TXN_01392783,5
PATTERN_TXN_0511,AML_PATTERN_0055,TXN_01392785,6
PATTERN_TXN_0512,AML_PATTERN_0056,TXN_01454236,1
PATTERN_TXN_0513,AML_PATTERN_0056,TXN_01454238,2
PATTERN_TXN_0514,AML_PATTERN_0056,TXN_01454239,3
PATTERN_TXN_0515,AML_PATTERN_0056,TXN_01454241,4
PATTERN_TXN_0516,AML_PATTERN_0056,TXN_01454242,5
PATTERN_TXN_0517,AML_PATTERN_0056,TXN_01454244,6
PATTERN_TXN_0518,AML_PATTERN_0056,TXN_01454246,7
PATTERN_TXN_0519,AML_PATTERN_0056,TXN_01454248,8
PATTERN_TXN_0520,AML_PATTERN_0056,TXN_01454250,9
PATTERN_TXN_0521,AML_PATTERN_0056,TXN_01454252,10
PATTERN_TXN_0522,AML_PATTERN_0056,TXN_01454254,11
PATTERN_TXN_0523,AML_PATTERN_0057,TXN_01469566,1
PATTERN_TXN_0524,AML_PATTERN_0057,TXN_01469567,2
PATTERN_TXN_0525,AML_PATTERN_0057,TXN_01469569,3
PATTERN_TXN_0526,AML_PATTERN_0057,TXN_01469571,4
PATTERN_TXN_0527,AML_PATTERN_0057,TXN_01469572,5
PATTERN_TXN_0528,AML_PATTERN_0057,TXN_01469575,6
PATTERN_TXN_0529,AML_PATTERN_0057,TXN_01469577,7
PATTERN_TXN_0530,AML_PATTERN_0057,TXN_01469580,8
PATTERN_TXN_0531,AML_PATTERN_0057,TXN_01469582,9
PATTERN_TXN_0532,AML_PATTERN_0057,TXN_01469584,10
PATTERN_TXN_0533,AML_PATTERN_0057,TXN_01469586,11
PATTERN_TXN_0534,AML_PATTERN_0057,TXN_01469588,12
PATTERN_TXN_0535,AML_PATTERN_0058,TXN_01476076,1
PATTERN_TXN_0536,AML_PATTERN_0058,TXN_01476078,2
PATTERN_TXN_0537,AML_PATTERN_0059,TXN_01484857,1
PATTERN_TXN_0538,AML_PATTERN_0060,TXN_01484885,1
PATTERN_TXN_0539,AML_PATTERN_0060,TXN_01484887,2
PATTERN_TXN_0540,AML_PATTERN_0061,TXN_01500109,1
PATTERN_TXN_0541,AML_PATTERN_0061,TXN_01500111,2
PATTERN_TXN_0542,AML_PATTERN_0061,TXN_01500113,3
PATTERN_TXN_0543,AML_PATTERN_0061,TXN_01500115,4
PATTERN_TXN_0544,AML_PATTERN_0061,TXN_01500116,5
PATTERN_TXN_0545,AML_PATTERN_0061,TXN_01500118,6
PATTERN_TXN_0546,AML_PATTERN_0061,TXN_01500120,7
PATTERN_TXN_0547,AML_PATTERN_0061,TXN_01500122,8
PATTERN_TXN_0548,AML_PATTERN_0061,TXN_01500124,9
PATTERN_TXN_0549,AML_PATTERN_0061,TXN_01500126,10
PATTERN_TXN_0550,AML_PATTERN_0061,TXN_01500128,11
PATTERN_TXN_0551,AML_PATTERN_0061,TXN_01500129,12
PATTERN_TXN_0552,AML_PATTERN_0061,TXN_01500131,13
PATTERN_TXN_0553,AML_PATTERN_0061,TXN_01500133,14
PATTERN_TXN_0554,AML_PATTERN_0061,TXN_01500134,15
PATTERN_TXN_0555,AML_PATTERN_0061,TXN_01500136,16
PATTERN_TXN_0556,AML_PATTERN_0061,TXN_01500137,17
PATTERN_TXN_0557,AML_PATTERN_0061,TXN_01500139,18
PATTERN_TXN_0558,AML_PATTERN_0061,TXN_01500141,19
PATTERN_TXN_0559,AML_PATTERN_0061,TXN_01500143,20
PATTERN_TXN_0560,AML_PATTERN_0061,TXN_01500145,21
PATTERN_TXN_0561,AML_PATTERN_0061,TXN_01500146,22
PATTERN_TXN_0562,AML_PATTERN_0061,TXN_01500148,23
PATTERN_TXN_0563,AML_PATTERN_0061,TXN_01500151,24
PATTERN_TXN_0564,AML_PATTERN_0061,TXN_01500153,25
PATTERN_TXN_0565,AML_PATTERN_0061,TXN_01500155,26
PATTERN_TXN_0566,AML_PATTERN_0061,TXN_01500157,27
PATTERN_TXN_0567,AML_PATTERN_0061,TXN_01500160,28
PATTERN_TXN_0568,AML_PATTERN_0061,TXN_01500162,29
PATTERN_TXN_0569,AML_PATTERN_0061,TXN_01500163,30
PATTERN_TXN_0570,AML_PATTERN_0062,TXN_01522380,1
PATTERN_TXN_0571,AML_PATTERN_0062,TXN_01522381,2
PATTERN_TXN_0572,AML_PATTERN_0063,TXN_01546399,1
PATTERN_TXN_0573,AML_PATTERN_0063,TXN_01546400,2
PATTERN_TXN_0574,AML_PATTERN_0063,TXN_01546402,3
PATTERN_TXN_0575,AML_PATTERN_0063,TXN_01546405,4
PATTERN_TXN_0576,AML_PATTERN_0063,TXN_01546408,5
PATTERN_TXN_0577,AML_PATTERN_0063,TXN_01546410,6
PATTERN_TXN_0578,AML_PATTERN_0064,TXN_01577209,1
PATTERN_TXN_0579,AML_PATTERN_0064,TXN_01577211,2
PATTERN_TXN_0580,AML_PATTERN_0064,TXN_01577213,3
PATTERN_TXN_0581,AML_PATTERN_0064,TXN_01577215,4
PATTERN_TXN_0582,AML_PATTERN_0064,TXN_01577217,5
PATTERN_TXN_0583,AML_PATTERN_0064,TXN_01577220,6
PATTERN_TXN_0584,AML_PATTERN_0064,TXN_01577222,7
PATTERN_TXN_0585,AML_PATTERN_0064,TXN_01577224,8
PATTERN_TXN_0586,AML_PATTERN_0064,TXN_01577226,9
PATTERN_TXN_0587,AML_PATTERN_0064,TXN_01577228,10
PATTERN_TXN_0588,AML_PATTERN_0064,TXN_01577230,11
PATTERN_TXN_0589,AML_PATTERN_0064,TXN_01577232,12
PATTERN_TXN_0590,AML_PATTERN_0064,TXN_01577234,13
PATTERN_TXN_0591,AML_PATTERN_0064,TXN_01577237,14
PATTERN_TXN_0592,AML_PATTERN_0064,TXN_01577238,15
PATTERN_TXN_0593,AML_PATTERN_0064,TXN_01577240,16
PATTERN_TXN_0594,AML_PATTERN_0064,TXN_01577241,17
PATTERN_TXN_0595,AML_PATTERN_0064,TXN_01577243,18
PATTERN_TXN_0596,AML_PATTERN_0064,TXN_01577245,19
PATTERN_TXN_0597,AML_PATTERN_0064,TXN_01577248,20
PATTERN_TXN_0598,AML_PATTERN_0064,TXN_01577249,21
PATTERN_TXN_0599,AML_PATTERN_0064,TXN_01577251,22
PATTERN_TXN_0600,AML_PATTERN_0064,TXN_01577253,23
PATTERN_TXN_0601,AML_PATTERN_0064,TXN_01577256,24
PATTERN_TXN_0602,AML_PATTERN_0064,TXN_01577257,25
PATTERN_TXN_0603,AML_PATTERN_0064,TXN_01577260,26
PATTERN_TXN_0604,AML_PATTERN_0064,TXN_01577262,27
PATTERN_TXN_0605,AML_PATTERN_0064,TXN_01577265,28
PATTERN_TXN_0606,AML_PATTERN_0064,TXN_01577267,29
PATTERN_TXN_0607,AML_PATTERN_0064,TXN_01577268,30
PATTERN_TXN_0608,AML_PATTERN_0065,TXN_01577270,1
PATTERN_TXN_0609,AML_PATTERN_0065,TXN_01577271,2
PATTERN_TXN_0610,AML_PATTERN_0066,TXN_01592606,1
PATTERN_TXN_0611,AML_PATTERN_0066,TXN_01592609,2
PATTERN_TXN_0612,AML_PATTERN_0067,TXN_01639584,1
PATTERN_TXN_0613,AML_PATTERN_0067,TXN_01639587,2
PATTERN_TXN_0614,AML_PATTERN_0067,TXN_01639589,3
PATTERN_TXN_0615,AML_PATTERN_0067,TXN_01639592,4
PATTERN_TXN_0616,AML_PATTERN_0067,TXN_01639594,5
PATTERN_TXN_0617,AML_PATTERN_0067,TXN_01639596,6
PATTERN_TXN_0618,AML_PATTERN_0067,TXN_01639597,7
PATTERN_TXN_0619,AML_PATTERN_0067,TXN_01639599,8
PATTERN_TXN_0620,AML_PATTERN_0067,TXN_01639601,9
PATTERN_TXN_0621,AML_PATTERN_0067,TXN_01639604,10
PATTERN_TXN_0622,AML_PATTERN_0067,TXN_01639606,11
PATTERN_TXN_0623,AML_PATTERN_0067,TXN_01639608,12
PATTERN_TXN_0624,AML_PATTERN_0067,TXN_01639609,13
PATTERN_TXN_0625,AML_PATTERN_0067,TXN_01639611,14
PATTERN_TXN_0626,AML_PATTERN_0068,TXN_01639615,1
PATTERN_TXN_0627,AML_PATTERN_0068,TXN_01639616,2
PATTERN_TXN_0628,AML_PATTERN_0068,TXN_01639617,3
PATTERN_TXN_0629,AML_PATTERN_0068,TXN_01639618,4
PATTERN_TXN_0630,AML_PATTERN_0069,TXN_01685585,1
PATTERN_TXN_0631,AML_PATTERN_0069,TXN_01685586,2
PATTERN_TXN_0632,AML_PATTERN_0070,TXN_01692251,1
PATTERN_TXN_0633,AML_PATTERN_0070,TXN_01692252,2
PATTERN_TXN_0634,AML_PATTERN_0071,TXN_01731565,1
PATTERN_TXN_0635,AML_PATTERN_0071,TXN_01731566,2
PATTERN_TXN_0636,AML_PATTERN_0072,TXN_01746374,1
PATTERN_TXN_0637,AML_PATTERN_0072,TXN_01746376,2
PATTERN_TXN_0638,AML_PATTERN_0072,TXN_01746378,3
PATTERN_TXN_0639,AML_PATTERN_0072,TXN_01746381,4
PATTERN_TXN_0640,AML_PATTERN_0073,TXN_01746593,1
PATTERN_TXN_0641,AML_PATTERN_0073,TXN_01746594,2
PATTERN_TXN_0642,AML_PATTERN_0073,TXN_01746595,3
PATTERN_TXN_0643,AML_PATTERN_0073,TXN_01746596,4
PATTERN_TXN_0644,AML_PATTERN_0073,TXN_01746597,5
PATTERN_TXN_0645,AML_PATTERN_0073,TXN_01746598,6
PATTERN_TXN_0646,AML_PATTERN_0073,TXN_01746600,7
PATTERN_TXN_0647,AML_PATTERN_0073,TXN_01746603,8
PATTERN_TXN_0648,AML_PATTERN_0073,TXN_01746604,9
PATTERN_TXN_0649,AML_PATTERN_0073,TXN_01746606,10
PATTERN_TXN_0650,AML_PATTERN_0073,TXN_01746608,11
PATTERN_TXN_0651,AML_PATTERN_0073,TXN_01746610,12
PATTERN_TXN_0652,AML_PATTERN_0074,TXN_01792947,1
PATTERN_TXN_0653,AML_PATTERN_0074,TXN_01792949,2
PATTERN_TXN_0654,AML_PATTERN_0074,TXN_01792951,3
PATTERN_TXN_0655,AML_PATTERN_0075,TXN_01808345,1
PATTERN_TXN_0656,AML_PATTERN_0075,TXN_01808347,2
PATTERN_TXN_0657,AML_PATTERN_0075,TXN_01808349,3
PATTERN_TXN_0658,AML_PATTERN_0075,TXN_01808351,4
PATTERN_TXN_0659,AML_PATTERN_0075,TXN_01808353,5
PATTERN_TXN_0660,AML_PATTERN_0076,TXN_01808388,1
PATTERN_TXN_0661,AML_PATTERN_0076,TXN_01808390,2
PATTERN_TXN_0662,AML_PATTERN_0076,TXN_01808391,3
PATTERN_TXN_0663,AML_PATTERN_0076,TXN_01808392,4
PATTERN_TXN_0664,AML_PATTERN_0076,TXN_01808393,5
PATTERN_TXN_0665,AML_PATTERN_0076,TXN_01808395,6
PATTERN_TXN_0666,AML_PATTERN_0076,TXN_01808397,7
PATTERN_TXN_0667,AML_PATTERN_0077,TXN_01839090,1
PATTERN_TXN_0668,AML_PATTERN_0077,TXN_01839092,2
PATTERN_TXN_0669,AML_PATTERN_0077,TXN_01839094,3
PATTERN_TXN_0670,AML_PATTERN_0077,TXN_01839095,4
PATTERN_TXN_0671,AML_PATTERN_0077,TXN_01839096,5
PATTERN_TXN_0672,AML_PATTERN_0077,TXN_01839098,6
PATTERN_TXN_0673,AML_PATTERN_0077,TXN_01839099,7
PATTERN_TXN_0674,AML_PATTERN_0077,TXN_01839101,8
PATTERN_TXN_0675,AML_PATTERN_0077,TXN_01839103,9
PATTERN_TXN_0676,AML_PATTERN_0077,TXN_01839105,10
PATTERN_TXN_0677,AML_PATTERN_0077,TXN_01839106,11
PATTERN_TXN_0678,AML_PATTERN_0077,TXN_01839107,12
PATTERN_TXN_0679,AML_PATTERN_0077,TXN_01839109,13
PATTERN_TXN_0680,AML_PATTERN_0078,TXN_01839116,1
PATTERN_TXN_0681,AML_PATTERN_0078,TXN_01839118,2
PATTERN_TXN_0682,AML_PATTERN_0078,TXN_01839119,3
PATTERN_TXN_0683,AML_PATTERN_0078,TXN_01839121,4
PATTERN_TXN_0684,AML_PATTERN_0078,TXN_01839123,5
PATTERN_TXN_0685,AML_PATTERN_0078,TXN_01839125,6
PATTERN_TXN_0686,AML_PATTERN_0078,TXN_01839127,7
PATTERN_TXN_0687,AML_PATTERN_0078,TXN_01839129,8
PATTERN_TXN_0688,AML_PATTERN_0078,TXN_01839131,9
PATTERN_TXN_0689,AML_PATTERN_0079,TXN_01854431,1
PATTERN_TXN_0690,AML_PATTERN_0079,TXN_01854432,2
PATTERN_TXN_0691,AML_PATTERN_0079,TXN_01854434,3
PATTERN_TXN_0692,AML_PATTERN_0079,TXN_01854436,4
PATTERN_TXN_0693,AML_PATTERN_0079,TXN_01854438,5
PATTERN_TXN_0694,AML_PATTERN_0079,TXN_01854440,6
PATTERN_TXN_0695,AML_PATTERN_0079,TXN_01854443,7
PATTERN_TXN_0696,AML_PATTERN_0079,TXN_01854444,8
PATTERN_TXN_0697,AML_PATTERN_0079,TXN_01854445,9
PATTERN_TXN_0698,AML_PATTERN_0080,TXN_01854491,1
PATTERN_TXN_0699,AML_PATTERN_0080,TXN_01854493,2
PATTERN_TXN_0700,AML_PATTERN_0080,TXN_01854494,3
PATTERN_TXN_0701,AML_PATTERN_0080,TXN_01854496,4
PATTERN_TXN_0702,AML_PATTERN_0080,TXN_01854498,5
PATTERN_TXN_0703,AML_PATTERN_0080,TXN_01854499,6
PATTERN_TXN_0704,AML_PATTERN_0080,TXN_01854501,7
PATTERN_TXN_0705,AML_PATTERN_0080,TXN_01854502,8
PATTERN_TXN_0706,AML_PATTERN_0080,TXN_01854503,9
PATTERN_TXN_0707,AML_PATTERN_0080,TXN_01854505,10
PATTERN_TXN_0708,AML_PATTERN_0080,TXN_01854507,11
PATTERN_TXN_0709,AML_PATTERN_0080,TXN_01854509,12
PATTERN_TXN_0710,AML_PATTERN_0080,TXN_01854510,13
PATTERN_TXN_0711,AML_PATTERN_0080,TXN_01854511,14
PATTERN_TXN_0712,AML_PATTERN_0080,TXN_01854513,15
PATTERN_TXN_0713,AML_PATTERN_0080,TXN_01854514,16
PATTERN_TXN_0714,AML_PATTERN_0080,TXN_01854516,17
PATTERN_TXN_0715,AML_PATTERN_0080,TXN_01854517,18
PATTERN_TXN_0716,AML_PATTERN_0080,TXN_01854519,19
PATTERN_TXN_0717,AML_PATTERN_0080,TXN_01854521,20
PATTERN_TXN_0718,AML_PATTERN_0080,TXN_01854523,21
PATTERN_TXN_0719,AML_PATTERN_0080,TXN_01854525,22
PATTERN_TXN_0720,AML_PATTERN_0080,TXN_01854527,23
PATTERN_TXN_0721,AML_PATTERN_0080,TXN_01854529,24
PATTERN_TXN_0722,AML_PATTERN_0081,TXN_01892450,1
PATTERN_TXN_0723,AML_PATTERN_0081,TXN_01892451,2
PATTERN_TXN_0724,AML_PATTERN_0081,TXN_01892452,3
PATTERN_TXN_0725,AML_PATTERN_0081,TXN_01892453,4
PATTERN_TXN_0726,AML_PATTERN_0082,TXN_01896436,1
PATTERN_TXN_0727,AML_PATTERN_0082,TXN_01896438,2
PATTERN_TXN_0728,AML_PATTERN_0082,TXN_01896440,3
PATTERN_TXN_0729,AML_PATTERN_0082,TXN_01896442,4
PATTERN_TXN_0730,AML_PATTERN_0082,TXN_01896444,5
PATTERN_TXN_0731,AML_PATTERN_0082,TXN_01896446,6
PATTERN_TXN_0732,AML_PATTERN_0082,TXN_01896448,7
PATTERN_TXN_0733,AML_PATTERN_0082,TXN_01896450,8
PATTERN_TXN_0734,AML_PATTERN_0082,TXN_01896452,9
PATTERN_TXN_0735,AML_PATTERN_0082,TXN_01896454,10
PATTERN_TXN_0736,AML_PATTERN_0082,TXN_01896456,11
PATTERN_TXN_0737,AML_PATTERN_0082,TXN_01896458,12
PATTERN_TXN_0738,AML_PATTERN_0082,TXN_01896460,13
PATTERN_TXN_0739,AML_PATTERN_0082,TXN_01896462,14
PATTERN_TXN_0740,AML_PATTERN_0082,TXN_01896464,15
PATTERN_TXN_0741,AML_PATTERN_0082,TXN_01896466,16
PATTERN_TXN_0742,AML_PATTERN_0082,TXN_01896468,17
PATTERN_TXN_0743,AML_PATTERN_0082,TXN_01896470,18
PATTERN_TXN_0744,AML_PATTERN_0082,TXN_01896472,19
PATTERN_TXN_0745,AML_PATTERN_0083,TXN_01896478,1
PATTERN_TXN_0746,AML_PATTERN_0083,TXN_01896480,2
PATTERN_TXN_0747,AML_PATTERN_0083,TXN_01896482,3
PATTERN_TXN_0748,AML_PATTERN_0083,TXN_01896483,4
PATTERN_TXN_0749,AML_PATTERN_0083,TXN_01896485,5
PATTERN_TXN_0750,AML_PATTERN_0083,TXN_01896487,6
PATTERN_TXN_0751,AML_PATTERN_0083,TXN_01896489,7
PATTERN_TXN_0752,AML_PATTERN_0083,TXN_01896491,8
PATTERN_TXN_0753,AML_PATTERN_0083,TXN_01896493,9
PATTERN_TXN_0754,AML_PATTERN_0083,TXN_01896495,10
PATTERN_TXN_0755,AML_PATTERN_0083,TXN_01896497,11
PATTERN_TXN_0756,AML_PATTERN_0083,TXN_01896500,12
PATTERN_TXN_0757,AML_PATTERN_0083,TXN_01896502,13
PATTERN_TXN_0758,AML_PATTERN_0083,TXN_01896504,14
PATTERN_TXN_0759,AML_PATTERN_0083,TXN_01896506,15
PATTERN_TXN_0760,AML_PATTERN_0083,TXN_01896508,16
PATTERN_TXN_0761,AML_PATTERN_0083,TXN_01896510,17
PATTERN_TXN_0762,AML_PATTERN_0083,TXN_01896512,18
PATTERN_TXN_0763,AML_PATTERN_0083,TXN_01896514,19
PATTERN_TXN_0764,AML_PATTERN_0083,TXN_01896516,20
PATTERN_TXN_0765,AML_PATTERN_0083,TXN_01896518,21
PATTERN_TXN_0766,AML_PATTERN_0083,TXN_01896520,22
PATTERN_TXN_0767,AML_PATTERN_0083,TXN_01896522,23
PATTERN_TXN_0768,AML_PATTERN_0083,TXN_01896525,24
PATTERN_TXN_0769,AML_PATTERN_0083,TXN_01896527,25
PATTERN_TXN_0770,AML_PATTERN_0083,TXN_01896530,26
PATTERN_TXN_0771,AML_PATTERN_0084,TXN_01896533,1
PATTERN_TXN_0772,AML_PATTERN_0084,TXN_01896534,2
PATTERN_TXN_0773,AML_PATTERN_0084,TXN_01896535,3
PATTERN_TXN_0774,AML_PATTERN_0084,TXN_01896536,4
PATTERN_TXN_0775,AML_PATTERN_0084,TXN_01896538,5
PATTERN_TXN_0776,AML_PATTERN_0084,TXN_01896540,6
PATTERN_TXN_0777,AML_PATTERN_0084,TXN_01896541,7
PATTERN_TXN_0778,AML_PATTERN_0084,TXN_01896542,8
PATTERN_TXN_0779,AML_PATTERN_0084,TXN_01896543,9
PATTERN_TXN_0780,AML_PATTERN_0084,TXN_01896544,10
PATTERN_TXN_0781,AML_PATTERN_0084,TXN_01896546,11
PATTERN_TXN_0782,AML_PATTERN_0084,TXN_01896548,12
PATTERN_TXN_0783,AML_PATTERN_0084,TXN_01896549,13
PATTERN_TXN_0784,AML_PATTERN_0084,TXN_01896550,14
PATTERN_TXN_0785,AML_PATTERN_0084,TXN_01896552,15
PATTERN_TXN_0786,AML_PATTERN_0084,TXN_01896554,16
PATTERN_TXN_0787,AML_PATTERN_0084,TXN_01896555,17
PATTERN_TXN_0788,AML_PATTERN_0084,TXN_01896557,18
PATTERN_TXN_0789,AML_PATTERN_0085,TXN_01904415,1
PATTERN_TXN_0790,AML_PATTERN_0085,TXN_01904416,2
PATTERN_TXN_0791,AML_PATTERN_0086,TXN_01908224,1
PATTERN_TXN_0792,AML_PATTERN_0086,TXN_01908225,2
PATTERN_TXN_0793,AML_PATTERN_0087,TXN_01916067,1
PATTERN_TXN_0794,AML_PATTERN_0087,TXN_01916069,2
PATTERN_TXN_0795,AML_PATTERN_0087,TXN_01916071,3
